CODES,DESCRIPTION,UNIT_1_TAX,UNIT_2_TAX,UNIT_3_TAX,UNIT,WEIGHT,STD,IM_STD,EX_STD
58063290009,"Other narrow woven fabrics, of man-made fibres",6.8 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,,
58063910009,"Other narrow woven fabrics, of silk",10 PERCENT,"0 PERCENT (LDCs,PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,,
58063920007,"Other narrow woven fabrics, of wool or fine animal hair",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,MW0,
58063930005,"Other narrow woven fabrics, of other vegetable fibres, other than cotton",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,MW0,
58063990002,"Other narrow woven fabrics, of other textile materials",6.8 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,MW0,
58064000008,Narrow fabrics consisting of warp without weft assembled by means of an adhesive (bolducs),10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,MW0,
58071010001,"Woven labels, of textile materials, in the piece, in strips or cut to shape or size, not embroidered",6.6 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,,
58071090004,"Woven badges and similar articles of textile materials, in the piece, in strips or cut to shape or size, not embroidered",6.6 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,,
58079010004,"Other labels, of textile materials, in the piece, in strips or cut to shape or size, not embroidered",6.6 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,MW0,
58079091006,"Other badges and similar articles of silk, in the piece, in strips or cut to shape or size, not embroidered",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,,
58079099008,"Other badges and similar articles of other textile materials, in the piece, in strips or cut to shape or size, not embroidered",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,MW0,
58081010000,"Braids in the piece, without embroidery, other than knitted or crocheted, of silk",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",20 PERCENT,,KGM,,,
58081090003,"Braids in the piece, without embroidery, other than knitted or crocheted, of other textile materials",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,MP1,
58089010003,"Ornamental trimmings in the piece, without embroidery, other than knitted or crocheted; tassels, pompons and similar articles, of silk",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",20 PERCENT,,KGM,,,
58089090006,"Ornamental trimmings in the piece, without embroidery, other than knitted or crocheted; tassels, pompons and similar articles, of other textile materials",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,MP1,
58090010001,"Woven fabrics of metal thread and woven fabrics of metallised yarn, mixed with silk, of a kind used in apparel, as furnishing fabrics or for similar purposes, not elsewhere specified or included",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",20 PERCENT,MTK,KGM,,MW0,
58090090004,"Woven fabrics of metal thread and woven fabrics of metallised yarn, of a kind used in apparel, as furnishing fabrics or for similar purposes, not elsewhere specified or included",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,MTK,KGM,,MW0,
58101000008,"Embroidery in the piece, in strips or in motifs, without visible ground",8.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,MW0,
58109100000,"Other embroidery in the piece, in strips or in motifs, of cotton",8.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,MW0,
58109200009,"Other embroidery in tne piece, in strips or in motifs, of man-made fibres",7.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,MW0,
58109910000,"Other embroidery in the piece, in strips or in motifs, of silk",8.5 PERCENT,"0 PERCENT (LDCs,PA,GT,NI,SV,HN,NZ,SG)",20 PERCENT,,KGM,,,
58109990003,"Other embroidery in the piece, in strips or in motifs, of other textile materials",8.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,MW0,
58110010007,"Quilted textile products in the piece, composed of one or more layers of textile materials assembled with padding by stitching or otherwise, of silk",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",20 PERCENT,,KGM,,MW0,
58110020005,"Quilted textile products in the piece, composed of one or more layers of textile materials assembled with padding by stitching or otherwise, of wool or fine animal hair",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",12.5 PERCENT,,KGM,,MW0,
58110030003,"Quilted textile products in the piece, composed of one or more layers of textile materials assembled with padding by stitching or otherwise, of cotton",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",12.5 PERCENT,,KGM,,MW0,
58110040001,"Quilted textile products in the piece, composed of one or more layers of textile materials assembled with padding by stitching or otherwise, of man-made fibres",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",12.5 PERCENT,,KGM,,MW0,
58110090000,"Quilted textile products in the piece, composed of one or more layers of textile materials assembled with padding by stitching or otherwise, of other textile materials",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",12.5 PERCENT,,KGM,,,
59011010006,"Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers of books or the like, of silk",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",20 PERCENT,,KGM,,,
59011020004,"Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers of books or the like, of wool",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,,
59011090009,"Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers of books or the like, of the other fibers",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,MW0,
59019010009,"Tracing cloth; prepared painting canvas; buckram and similar stiffened textile fabrics of a kind used for hat foundations, of silk",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",20 PERCENT,,KGM,,,
59019020007,"Tracing cloth; prepared painting canvas; buckram and similar stiffened textile fabrics of a kind used for hat foundations, of wool",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,,
59019090002,"Tracing cloth; prepared painting canvas; buckram and similar stiffened textile fabrics of a kind used for hat foundations, of the other fibers",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,,
59021000007,Tyre cord fabric of high tenacity yarn of nylon or other polyamides,5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,CN,NZ,SG)",10 PERCENT,,KGM,,,
59022000005,Tyre cord fabric of high tenacity yarn of polyesters,5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,,
59029000000,Tyre cord fabric of high tenacity yarn of viscose rayon fibres,5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,MW0,
59031010004,PVC synthetic leather,5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,CN,NZ,SG)",5 PERCENT,,KGM,,,
59031020002,"Other fabrics of cotton, impregnated, coated, covered or laminated with polyvinyl chloride, other than those of heading 59.02",8 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,CN,NZ,SG)",10 PERCENT,,KGM,,,
59031030000,"Other fabrics of man-made fibres, impregnated, coated, covered or laminated with polyvinyl chloride, other than those of heading 59.02",8 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,,
59031090007,"Other fabrics of other textile materials, impregnated, coated, covered or laminated with polyvinyl chloride, other than those of heading 59.02",8 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,,
59032010002,PU synthetic leather,5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,CN,NZ,SG)",5 PERCENT,,KGM,,,
59032020000,"Other fabrics of cotton, impregnated, coated, covered or laminated with polyurethane, other than those of heading No 59.02",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,,
59032030008,"Other fabrics of man-made fibres, impregnated, coated, covered or laminated with polyurethane, other than those of heading 59.02",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,,
59032090005,"Other fabrics of other textile materials, impregnated, coated, covered or laminated with polyurethane, other than those of heading 59.02",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,,
59039010007,Other synthetic leather,5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,,
59039020005,"Other fabrics of cotton, impregnated, coated, covered or laminated with other plastics, other than those of heading 59.02",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,,
59039030003,"Other fabrics of man-made fibres, impregnated, coated, covered or laminated with other plastics, other than those of heading 59.02",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,,
59039090000,"Other fabrics of other textile materials, impregnated, coated, covered or laminated with other plastics, other than those of heading 59.02",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,,
59041000005,"Linoleum, whether or not cut to shape",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,,
59049000106,"Floor coverings consisting of a coating and or covering applied on needleloom felt or nonwovens, whether or not cut to shape",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,,
59049000909,"Floor coverings consisting of a coating or covering applied on other textile backing, whether or not cut to shape",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,,
59050010004,"Textile wall coverings, of silk",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",20 PERCENT,,KGM,,C02 ,
59050090007,"Textile wall coverings, of other textile materials",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,C02 ,
59061010001,"Rubber insulated adhesive tape, with backing of textile fabric, of a width not exceeding 20 cm",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,,
59061090004,"Other adhesive tape, with backing of textile fabric, of a width not exceeding 20 cm",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,,
59069110003,"Knitted or crocheted, rubberised textile fabrics, of silk",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",20 PERCENT,,KGM,,,
59069190006,"Rubberised textile fabrics, of other textile materials, knitted or crocheted",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",12.5 PERCENT,,KGM,,,
59069910005,"Other rubberised textile fabrics, of silk",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",20 PERCENT,,KGM,,,
59069920003,"Other rubberised textile fabrics, of wool",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,,
59069990008,"Other rubberised textile fabrics, of other textile materials",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,CN,NZ,SG)",10 PERCENT,,KGM,,,
59070010002,"Textile fabrics otherwise impregnated, coated or covered, of silk; studio back-cloths and the like, of silk",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",20 PERCENT,,KGM,,,
59070020000,"Textile fabrics otherwise impregnated, coated or covered, of wool; studio back-cloths and the like, of wool",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,,
59070030008,"Painted canvas being theatrical scenery, of silk, wool or other textile materials",0 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,,KGM,,,
59070090005,"Textile fabrics otherwise impregnated, coated or covered, of other textile materials; studio back-cloths and the like, of other textile materials",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,,
59080000003,"Textile wicks, woven, plaited or knitted, for lamps, stoves, lighters, candles or the like; incandescent gas mantles and tubular knitted gas mantle fabric therefor, whether or not impregnated",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,,
59090000002,"Textile hosepiping and similar textile tubing, with or without lining, armour or accessories of other materials",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,,
59100000009,"Transmission or conveyor belts or belting, of textile material, whether or not impregnated, coated, covered or laminated with plastics, or reinforced with metal or other material",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,,
59111011003,"Narrow fabrics made of silk velvet, impregnated with rubber, for covering weaving spindles (weaving beams)",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,,
59111012002,"Narrow fabrics made of wool or fine animal hair velvet, impregnated with rubber, for covering weaving spindles (weaving beams)",8 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,,
59111019005,"Narrow fabrics made of other textile materials velvet, impregnated with rubber, for covering weaving spindles (weaving beams)",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",15 PERCENT,,KGM,,,
59111020002,"Textile fabrics, felt and felt-lined woven fabrics, coated, covered or laminated with rubber,leather or other material, of a kind used for card clothing, and similar fabrics of a kind used for other technical purposes",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,,
59112000004,"Bolting cloth, whether or not made up",4 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,,
59113100001,"Textile fabrics and felts, weighing less than 650 g/square meter, endless or fitted with linking devices, of a kind used in paper-making or similar machines (for example, for pulp or asbestos-cement)",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,,
59113200000,"Textile fabrics and felts, weighing 650 g/square meter or more, endless or fitted with linking devices, of a kind used in paper-making or similar machines (for example, for pulp or asbestos-cement)",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,,
59114000000,"Filtering or straining cloth of a kind used in oil presses or the like, including that of human hair",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,,
59119010007,Self-adhesive circular polishing pads of a kind used for the manufacture of semiconductor wafers,0 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,,
59119090000,Other textile products and articles for technical uses,5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,,
60011010003,"Long pile fabrics, of man-made fibres",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,,
60011090006,"Long pile fabrics, of other textile materials",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,MW0,
60012100002,"Looped pile fabrics, knitted or crocheted, of cotton",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,MW0,
60012200001,"Looped pile fabrics, knitted or crocheted, of man-made fibres",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,,
60012910002,"Looped pile fabrics, knitted or crocheted, of wool or fine animal hair",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,MW0,
60012990005,"Looped pile fabrics, knitted or crocheted, of other textile materials",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,MW0,
60019100007,"Other pile fabrics, knitted or crocheted, of cotton",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,MW0,
60019200006,"Other pile fabrics, knitted or crocheted, of man-made fibres",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,,
60019900009,"Other pile fabrics, knitted or crocheted, of other textile materials",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,MW0,
60024010006,"Knitted or crocheted fabrics, of a width not exceeding 30cm, containing by weight 5% or more of elastomeric yarn but not containing rubber thread, of silk, other than those of heading 60.01.",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",20 PERCENT,,KGM,,,
60024090107,"Knitted or crocheted fabrics, of a width not exceeding 30cm, containing by weight 5% or more of elastomeric yarn but not containing rubber thread, of cotton, other than those of heading 60.01",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,MW0,
60024090900,"Knitted or crocheted fabrics, of a width not exceeding 30cm, containing by weight 5% or more of elastomeric yarn but not containing rubber thread, of other textile materials, other than those of heading 60.01",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,MW0,
60029010005,"Other knitted or crocheted fabrics, of a width not exceeding 30 cm, of silk, other than those of heading 60.01",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",20 PERCENT,MTK,KGM,,,
60029090106,"Other knitted or crocheted fabrics, of a width not exceeding 30 cm, of cotton, other than those of heading 60.01",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,MW0,
60029090909,"Other knitted or crocheted fabrics, of a width not exceeding 30 cm, of other textile materials, other than those of heading 60.01",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,MW0,
60031000003,"Knitted or crocheted fabrics, of a width not exceeding 30 cm, of wool or fine animal hair, other than those of heading 60.01 or 60.02",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,MW0,
60032000001,"Knitted or crocheted fabrics,  of a width not exceeding 30 cm, of cotton, other than those of heading 60.01 or 60.02",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,MW0,
60033000009,"Knitted or crocheted fabrics , of a width not exceeding 30 cm, of synthetic fibres, other than those of heading 60.01 or 60.02",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,,
60034000007,"Knitted or crocheted fabrics , of a width not exceeding 30 cm, of  artificial fibres, other than those of heading 60.01 or 60.02",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,MW0,
60039010004,"Knitted or crocheted fabrics, of a width not exceeding 30 cm, of silk, other than those of heading 60.01 or 60.02",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",20 PERCENT,MTK,KGM,,,
60039090007,"Knitted or crocheted fabrics , of a width not exceeding 30 cm, of other textile materials,  other than those of heading 60.01 or 60.02",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,MW0,
60041010000,"Knitted or crocheted fabrics, of a width exceeding 30cm, containing by weight 5% or more of elastomeric yarn but not containing rubber thread, of silk, other than those of heading 60.01",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,CN,NZ,SG)",20 PERCENT,,KGM,,,
60041090003,"Knitted or crocheted fabrics, of a width exceeding 30cm, containing by weight 5% or more of elastomeric yarn but not containing rubber thread, of other textile materials, other than those of heading 60.01",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,MW0,
60049010003,"Other knitted or crocheted fabrics, of a width exceeding 30 cm, of silk, other than those of heading 60.01",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",20 PERCENT,MTK,KGM,,,
60049090006,"Other knitted or crocheted fabrics, of a width exceeding 30cm, of other textile materials, other than those of heading 60.01",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,,
60052110006,"Warp knit fabrics (including those made on galloon knitting machines) of cotton,  unbleached, other than those of headings 60.01 to 60.04",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,MTK,KGM,,,
60052120004,"Warp knit fabrics (including those made on galloon knitting machines) of cotton, bleached, other than those of headings 60.01 to 60.04",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,MW0,
60052200007,"Warp knit fabrics (including those made on galloon knitting machines) of cotton, dyed, other than those of headings 60.01 to 60.04",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,MW0,
60052300006,"Warp knit fabrics (including those made on galloon knitting machines) of cotton, of yarns of different colors, other than those of headings 60.01 to 60.04",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,MW0,
60052400005,"Warp knit fabrics (including those made on galloon knitting machines) of cotton, printed, other than those of headings 60.01 to 60.04",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,MW0,
60053510000,"Fabrics specified in Subheading Note 1 to this Chapter, warp knit fabrics (including those made on galloon knitting machines) of  synthetic fibres, unbleached, other than those of headings 60.01 to 60.04",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,MTK,KGM,,,
60053590101,"Other fabrics specified in Subheading Note 1 to this Chapter, warp knit fabrics (including those made on galloon knitting machines) of synthetic fibres, bleached, other than those of headings 60.01 to 60.04",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,,
60053590209,"Other fabrics specified in Subheading Note 1 to this Chapter, warp knit fabrics (including those made on galloon knitting machines) of synthetic fibres, dyed, other than those of headings 60.01 to 60.04",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,,
60053590307,"Other fabrics specified in Subheading Note 1 to this Chapter, warp knit fabrics (including those made on galloon knitting machines) of synthetic fibres, of yarns of different colors, other than those of headings 60.01 to 60.04",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,MW0 ,
60053590405,"Other fabrics specified in Subheading Note 1 to this Chapter, warp knit fabrics (including those made on galloon knitting machines) of synthetic fibres, printed, other than those of headings 60.01 to 60.04",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,MW0 ,
60053610009,"Other warp knit fabrics (including those made on galloon knitting machines) of  synthetic fibres, unbleached, other than those of headings 60.01 to 60.04",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,MTK,KGM,,,
60053620007,"Other warp knit fabrics (including those made on galloon knitting machines) of  synthetic fibres, bleached, other than those of headings 60.01 to 60.04",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,,
60053700000,"Other warp knit fabrics (including those made on galloon knitting machines) of  synthetic fibres, dyed, other than those of headings 60.01 to 60.04",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,,
60053800009,"Other warp knit fabrics (including those made on galloon knitting machines) of  synthetic fibres, of yarns of different colors, other than those of headings 60.01 to 60.04",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,MW0 ,
60053900008,"Other warp knit fabrics (including those made on galloon knitting machines) of  synthetic fibres, printed, other than those of headings 60.01 to 60.04",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,MW0 ,
60054110002,"Warp knit fabrics, (including those made on galloon knitting machines), of artificial fibres, unbleached, other than those of headings 60.01 to 60.04",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,MTK,KGM,,MW0,
60054120000,"Warp knit fabrics (including those made on galloon knitting machines) of  artificial fibres, bleached, other than those of headings 60.01 to 60.04",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,MW0,
60054200003,"Warp knit fabrics (including those made on galloon knitting machines), of artificial fibres, dyed, other than those of headings 60.01 to 60.04",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,MW0,
60054300002,"Warp knit fabrics (including those made on galloon knitting machines), of artificial fibres, of yarns of different colors, other than those of headings 60.01 to 60.04",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,MW0,
60054400001,"Warp knit fabrics (including those made on galloon knitting machines), of artificial fibres, printed, other than those of headings 60.01 to 60.04",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,MW0,
60059010002,"Warp knit fabrics (including those made on galloon knitting machines) of  silk, other than those of headings 60.01 to 60.04",10 PERCENT,"0 PERCENT (LDCs,PA,GT,NI,SV,HN,NZ,SG)",20 PERCENT,MTK,KGM,,,
60059020000,"Warp knit fabrics (including those made on galloon knitting machines), of wool or fine animal hair, other than those of headings 60.01 to 60.04.",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,MW0 ,
60059091004,"Warp knit fabrics (including those made on galloon knitting machines) of  other textile materials, unbleached, other than those of headings 60.01 to 60.04",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,MTK,KGM,,MW0,
60059099006,"Other warp knit fabrics (including those made on galloon knitting machines) of  other textile materials, other than those of headings 60.01 to 60.04",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,MW0,
60061000000,"Other knitted or crocheted fabrics, of wool or fine animal hair",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,MW0,
60062110005,"Other knitted or crocheted fabrics of  cotton, unbleached",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,MW0,
60062120003,"Other knitted or crocheted fabrics of  cotton, bleached",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,MTK,KGM,,MW0,
60062200006,"Other knitted or crocheted fabrics of  cotton, dyed",10 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG,SZ)",10 PERCENT,MTK,KGM,,MW0,
